Country,Destination,Month,Popularity,MinTemp,MaxTemp,Precipitation
Sweden,Hemavan,August,1.5, 6°,15°,39%
Sweden,Hemavan,September,2, 2°,10°,41%
Sweden,Hemavan,October,1.5, -2°,3°,41%
Sweden,Hemavan,November,1.5, -8°,-3°,41%
Sweden,Hemavan,December,2.5, -13°,-6°,44%
Sweden,Hemavan,January,2.5, -15°,-7°,41%
Sweden,Hemavan,February,3, -15°,-6°,38%
Sweden,Hemavan,March,3.5, -11°,-1°,32%
Sweden,Hemavan,April,3, -6°,3°,27%
Sweden,Hemavan,May,1.5, 0°,9°,25%
Sweden,Hemavan,June,1.5, 5°,14°,32%
Sweden,Hemavan,July,1.5, 7°,17°,39%
Sweden,Åre,August,1.5, 9°,18°,38%
Sweden,Åre,September,1.5, 5°,13°,41%
Sweden,Åre,October,1.5, 0°,6°,42%
Sweden,Åre,November,1.5, -5°,1°,39%
Sweden,Åre,December,3, -9°,-2°,41%
Sweden,Åre,January,4, -10°,-4°,38%
Sweden,Åre,February,3.5, -9°,-2°,33%
Sweden,Åre,March,4, -6°,2°,31%
Sweden,Åre,April,2.5, -2°,7°,27%
Sweden,Åre,May,1.5, 3°,12°,26%
Sweden,Åre,June,1.5, 7°,16°,37%
Sweden,Åre,July,2, 10°,20°,45%
Sweden,Idre,August,2, 10°,17°,36%
Sweden,Idre,September,2.5, 7°,12°,31%
Sweden,Idre,October,2, 1°,6°,27%
Sweden,Idre,November,2, -3°,1°,30%
Sweden,Idre,December,2.5, -6°,-1°,28%
Sweden,Idre,January,2.5, -7°,-2°,28%
Sweden,Idre,February,2.5, -7°,-2°,23%
Sweden,Idre,March,2.5, -5°,1°,20%
Sweden,Idre,April,1.5, 0°,6°,20%
Sweden,Idre,May,1.5, 4°,12°,27%
Sweden,Idre,June,1.5, 8°,16°,36%
Sweden,Idre,July,3, 11°,19°,38%
Sweden,Sonfjället National Park,August,, 4°,15°,38%
Sweden,Sonfjället National Park,September,, 0°,11°,28%
Sweden,Sonfjället National Park,October,, -4°,4°,24%
Sweden,Sonfjället National Park,November,, -9°,-3°,28%
Sweden,Sonfjället National Park,December,, -16°,-7°,32%
Sweden,Sonfjället National Park,January,, -18°,-9°,30%
Sweden,Sonfjället National Park,February,, -16°,-6°,26%
Sweden,Sonfjället National Park,March,, -12°,-1°,19%
Sweden,Sonfjället National Park,April,, -7°,5°,17%
Sweden,Sonfjället National Park,May,, -1°,12°,31%
Sweden,Sonfjället National Park,June,, 3°,15°,40%
Sweden,Sonfjället National Park,July,, 6°,18°,44%
Sweden,Stora Sjöfallets / Stuor Muorkke nationalpark,August,2.5, 9°,15°,33%
Sweden,Stora Sjöfallets / Stuor Muorkke nationalpark,September,3, 5°,10°,35%
Sweden,Stora Sjöfallets / Stuor Muorkke nationalpark,October,2.5, 0°,4°,34%
Sweden,Stora Sjöfallets / Stuor Muorkke nationalpark,November,2, -6°,-1°,31%
Sweden,Stora Sjöfallets / Stuor Muorkke nationalpark,December,2, -11°,-4°,36%
Sweden,Stora Sjöfallets / Stuor Muorkke nationalpark,January,2, -15°,-7°,34%
Sweden,Stora Sjöfallets / Stuor Muorkke nationalpark,February,2, -14°,-6°,34%
Sweden,Stora Sjöfallets / Stuor Muorkke nationalpark,March,2, -11°,-4°,31%
Sweden,Stora Sjöfallets / Stuor Muorkke nationalpark,April,2.5, -5°,2°,24%
Sweden,Stora Sjöfallets / Stuor Muorkke nationalpark,May,2, 0°,7°,23%
Sweden,Stora Sjöfallets / Stuor Muorkke nationalpark,June,2, 5°,13°,27%
Sweden,Stora Sjöfallets / Stuor Muorkke nationalpark,July,2.5, 10°,17°,36%
Sweden,Muddus National Park,August,, 7°,17°,34%
Sweden,Muddus National Park,September,, 3°,12°,27%
Sweden,Muddus National Park,October,, -3°,3°,27%
Sweden,Muddus National Park,November,, -11°,-3°,31%
Sweden,Muddus National Park,December,, -16°,-6°,29%
Sweden,Muddus National Park,January,, -18°,-8°,27%
Sweden,Muddus National Park,February,, -17°,-7°,30%
Sweden,Muddus National Park,March,, -13°,-2°,19%
Sweden,Muddus National Park,April,, -6°,4°,21%
Sweden,Muddus National Park,May,, 0°,10°,25%
Sweden,Muddus National Park,June,, 6°,16°,30%
Sweden,Muddus National Park,July,, 9°,20°,38%
Sweden,Ammarnäs,August,, 6°,16°,33%
Sweden,Ammarnäs,September,, 2°,10°,33%
Sweden,Ammarnäs,October,, -3°,3°,32%
Sweden,Ammarnäs,November,, -12°,-4°,37%
Sweden,Ammarnäs,December,, -16°,-7°,35%
Sweden,Ammarnäs,January,, -18°,-8°,36%
Sweden,Ammarnäs,February,, -17°,-6°,32%
Sweden,Ammarnäs,March,, -12°,-1°,28%
Sweden,Ammarnäs,April,, -7°,3°,20%
Sweden,Ammarnäs,May,, -1°,9°,21%
Sweden,Ammarnäs,June,, 5°,15°,31%
Sweden,Ammarnäs,July,, 7°,18°,38%
Sweden,Sälen,August,1.5, 7°,19°,36%
Sweden,Sälen,September,3, 3°,13°,37%
Sweden,Sälen,October,2.5, -1°,7°,33%
Sweden,Sälen,November,2.5, -7°,1°,39%
Sweden,Sälen,December,2.5, -12°,-3°,35%
Sweden,Sälen,January,2, -13°,-4°,32%
Sweden,Sälen,February,2.5, -13°,-2°,27%
Sweden,Sälen,March,2.5, -9°,2°,27%
Sweden,Sälen,April,2, -4°,7°,27%
Sweden,Sälen,May,1.5, 1°,14°,30%
Sweden,Sälen,June,1.5, 6°,19°,35%
Sweden,Sälen,July,1.5, 8°,21°,38%
Sweden,Brösarp,August,2, 12°,21°,25%
Sweden,Brösarp,September,3, 9°,16°,32%
Sweden,Brösarp,October,2.5, 6°,11°,34%
Sweden,Brösarp,November,2.5, 2°,6°,44%
Sweden,Brösarp,December,2, -1°,3°,41%
Sweden,Brösarp,January,2, -3°,1°,36%
Sweden,Brösarp,February,2, -3°,1°,29%
Sweden,Brösarp,March,2, -1°,4°,36%
Sweden,Brösarp,April,2, 2°,9°,28%
Sweden,Brösarp,May,2, 6°,15°,22%
Sweden,Brösarp,June,2, 10°,19°,26%
Sweden,Brösarp,July,2.5, 13°,21°,27%
Sweden,Torneträsk,August,2, 7°,15°,26%
Sweden,Torneträsk,September,2.5, 3°,9°,22%
Sweden,Torneträsk,October,2, -2°,3°,20%
Sweden,Torneträsk,November,2, -8°,-2°,18%
Sweden,Torneträsk,December,2, -12°,-4°,20%
Sweden,Torneträsk,January,1.5, -15°,-6°,20%
Sweden,Torneträsk,February,2, -15°,-6°,19%
Sweden,Torneträsk,March,3, -11°,-3°,13%
Sweden,Torneträsk,April,3, -6°,2°,11%
Sweden,Torneträsk,May,2.5, 0°,8°,13%
Sweden,Torneträsk,June,1.5, 5°,13°,18%
Sweden,Torneträsk,July,2, 8°,17°,28%
Sweden,Storlien,August,2, 5°,16°,47%
Sweden,Storlien,September,3, 3°,12°,53%
Sweden,Storlien,October,2.5, -2°,5°,45%
Sweden,Storlien,November,2.5, -7°,0°,41%
Sweden,Storlien,December,2.5, -11°,-3°,44%
Sweden,Storlien,January,2, -14°,-6°,43%
Sweden,Storlien,February,2.5, -11°,-3°,41%
Sweden,Storlien,March,2.5, -9°,0°,37%
Sweden,Storlien,April,2, -6°,4°,34%
Sweden,Storlien,May,1.5, 0°,10°,35%
Sweden,Storlien,June,1.5, 5°,14°,43%
Sweden,Storlien,July,2, 8°,18°,45%
Sweden,Örnsköldsvik,August,2.5, 9°,18°,29%
Sweden,Örnsköldsvik,September,2, 5°,12°,30%
Sweden,Örnsköldsvik,October,2.5, 0°,7°,30%
Sweden,Örnsköldsvik,November,2, -6°,1°,37%
Sweden,Örnsköldsvik,December,2.5, -9°,-2°,33%
Sweden,Örnsköldsvik,January,2, -12°,-4°,32%
Sweden,Örnsköldsvik,February,1.5, -12°,-4°,27%
Sweden,Örnsköldsvik,March,1.5, -8°,0°,24%
Sweden,Örnsköldsvik,April,1.5, -3°,5°,22%
Sweden,Örnsköldsvik,May,1.5, 2°,12°,23%
Sweden,Örnsköldsvik,June,2, 7°,18°,24%
Sweden,Örnsköldsvik,July,3.5, 10°,19°,31%
Sweden,Rogen,August,, 6°,17°,37%
Sweden,Rogen,September,, 3°,12°,33%
Sweden,Rogen,October,, -2°,5°,29%
Sweden,Rogen,November,, -6°,-1°,33%
Sweden,Rogen,December,, -9°,-3°,30%
Sweden,Rogen,January,, -10°,-4°,32%
Sweden,Rogen,February,, -10°,-3°,27%
Sweden,Rogen,March,, -8°,0°,24%
Sweden,Rogen,April,, -3°,5°,22%
Sweden,Rogen,May,, 1°,11°,26%
Sweden,Rogen,June,, 5°,16°,35%
Sweden,Rogen,July,, 8°,18°,37%
Sweden,Tärnaby,August,2, 8°,14°,30%
Sweden,Tärnaby,September,2.5, 4°,9°,37%
Sweden,Tärnaby,October,2, -1°,3°,34%
Sweden,Tärnaby,November,2, -5°,-1°,45%
Sweden,Tärnaby,December,2.5, -8°,-4°,40%
Sweden,Tärnaby,January,2, -10°,-5°,40%
Sweden,Tärnaby,February,2.5, -10°,-5°,32%
Sweden,Tärnaby,March,3, -8°,-3°,26%
Sweden,Tärnaby,April,2.5, -4°,2°,25%
Sweden,Tärnaby,May,1.5, 1°,7°,23%
Sweden,Tärnaby,June,1.5, 5°,13°,22%
Sweden,Tärnaby,July,2.5, 9°,16°,38%
Sweden,Jäkkvik,August,2, 6°,15°,33%
Sweden,Jäkkvik,September,3, 2°,10°,31%
Sweden,Jäkkvik,October,2.5, -3°,3°,29%
Sweden,Jäkkvik,November,2.5, -11°,-3°,33%
Sweden,Jäkkvik,December,2, -16°,-6°,32%
Sweden,Jäkkvik,January,2, -19°,-8°,32%
Sweden,Jäkkvik,February,2, -18°,-7°,29%
Sweden,Jäkkvik,March,2.5, -14°,-2°,27%
Sweden,Jäkkvik,April,2.5, -7°,3°,20%
Sweden,Jäkkvik,May,1.5, 0°,9°,21%
Sweden,Jäkkvik,June,1.5, 5°,15°,29%
Sweden,Jäkkvik,July,1.5, 8°,18°,36%
Sweden,Jokkmokk,August,2.5, 8°,17°,32%
Sweden,Jokkmokk,September,2.5, 3°,11°,29%
Sweden,Jokkmokk,October,2, -3°,3°,25%
Sweden,Jokkmokk,November,2, -12°,-4°,29%
Sweden,Jokkmokk,December,2, -17°,-8°,25%
Sweden,Jokkmokk,January,1.5, -20°,-9°,25%
Sweden,Jokkmokk,February,3, -19°,-8°,24%
Sweden,Jokkmokk,March,1.5, -13°,-1°,20%
Sweden,Jokkmokk,April,1.5, -6°,4°,17%
Sweden,Jokkmokk,May,1.5, 0°,11°,21%
Sweden,Jokkmokk,June,2.5, 7°,17°,31%
Sweden,Jokkmokk,July,3, 10°,20°,38%
Sweden,Arjeplog,August,2, 8°,16°,33%
Sweden,Arjeplog,September,2.5, 3°,10°,31%
Sweden,Arjeplog,October,2.5, -2°,3°,28%
Sweden,Arjeplog,November,2, -10°,-3°,32%
Sweden,Arjeplog,December,2, -14°,-6°,30%
Sweden,Arjeplog,January,2.5, -17°,-8°,30%
Sweden,Arjeplog,February,2.5, -16°,-7°,27%
Sweden,Arjeplog,March,2.5, -12°,-2°,26%
Sweden,Arjeplog,April,1.5, -6°,3°,21%
Sweden,Arjeplog,May,1.5, 0°,10°,22%
Sweden,Arjeplog,June,2, 6°,16°,31%
Sweden,Arjeplog,July,2.5, 9°,18°,37%
Sweden,Skäralid,August,, 11°,21°,29%
Sweden,Skäralid,September,, 8°,16°,39%
Sweden,Skäralid,October,, 5°,12°,34%
Sweden,Skäralid,November,, 1°,6°,43%
Sweden,Skäralid,December,, -2°,3°,38%
Sweden,Skäralid,January,, -3°,2°,38%
Sweden,Skäralid,February,, -3°,2°,29%
Sweden,Skäralid,March,, -1°,5°,33%
Sweden,Skäralid,April,, 1°,11°,29%
Sweden,Skäralid,May,, 5°,17°,24%
Sweden,Skäralid,June,, 9°,20°,31%
Sweden,Skäralid,July,, 11°,21°,30%
Sweden,Kåseberga,August,, 12°,20°,25%
Sweden,Kåseberga,September,, 9°,16°,31%
Sweden,Kåseberga,October,, 6°,11°,31%
Sweden,Kåseberga,November,, 3°,7°,39%
Sweden,Kåseberga,December,, 0°,4°,36%
Sweden,Kåseberga,January,, -2°,2°,35%
Sweden,Kåseberga,February,, -2°,2°,28%
Sweden,Kåseberga,March,, 0°,4°,31%
Sweden,Kåseberga,April,, 1°,8°,24%
Sweden,Kåseberga,May,, 5°,13°,20%
Sweden,Kåseberga,June,, 9°,18°,24%
Sweden,Kåseberga,July,, 12°,20°,23%
Sweden,Ljungdalen,August,, 9°,15°,36%
Sweden,Ljungdalen,September,, 5°,11°,35%
Sweden,Ljungdalen,October,, 0°,4°,34%
Sweden,Ljungdalen,November,, -4°,0°,37%
Sweden,Ljungdalen,December,, -7°,-3°,39%
Sweden,Ljungdalen,January,, -8°,-3°,40%
Sweden,Ljungdalen,February,, -8°,-3°,32%
Sweden,Ljungdalen,March,, -6°,-1°,29%
Sweden,Ljungdalen,April,, -2°,4°,24%
Sweden,Ljungdalen,May,, 2°,8°,26%
Sweden,Ljungdalen,June,, 7°,14°,34%
Sweden,Ljungdalen,July,, 10°,17°,40%
Sweden,Stora Dyrön,August,, 11°,20°,29%
Sweden,Stora Dyrön,September,, 8°,16°,33%
Sweden,Stora Dyrön,October,, 5°,11°,32%
Sweden,Stora Dyrön,November,, 1°,6°,39%
Sweden,Stora Dyrön,December,, -2°,3°,34%
Sweden,Stora Dyrön,January,, -3°,1°,31%
Sweden,Stora Dyrön,February,, -4°,1°,26%
Sweden,Stora Dyrön,March,, -1°,5°,28%
Sweden,Stora Dyrön,April,, 1°,9°,24%
Sweden,Stora Dyrön,May,, 6°,16°,23%
Sweden,Stora Dyrön,June,, 10°,19°,27%
Sweden,Stora Dyrön,July,, 12°,21°,24%
Sweden,Lofsdalen,August,1.5, 5°,16°,35%
Sweden,Lofsdalen,September,2, 2°,10°,37%
Sweden,Lofsdalen,October,1.5, -2°,5°,29%
Sweden,Lofsdalen,November,1.5, -8°,-1°,35%
Sweden,Lofsdalen,December,3, -12°,-4°,34%
Sweden,Lofsdalen,January,3, -14°,-5°,30%
Sweden,Lofsdalen,February,3.5, -13°,-3°,22%
Sweden,Lofsdalen,March,3.5, -10°,0°,25%
Sweden,Lofsdalen,April,2, -6°,4°,23%
Sweden,Lofsdalen,May,1.5, 0°,12°,28%
Sweden,Lofsdalen,June,1.5, 4°,16°,36%
Sweden,Lofsdalen,July,1.5, 7°,18°,38%
Sweden,Torna Hällestad,August,, 12°,21°,25%
Sweden,Torna Hällestad,September,, 9°,16°,35%
Sweden,Torna Hällestad,October,, 6°,11°,35%
Sweden,Torna Hällestad,November,, 2°,7°,41%
Sweden,Torna Hällestad,December,, -1°,4°,41%
Sweden,Torna Hällestad,January,, -2°,2°,39%
Sweden,Torna Hällestad,February,, -2°,2°,30%
Sweden,Torna Hällestad,March,, -1°,5°,32%
Sweden,Torna Hällestad,April,, 2°,10°,23%
Sweden,Torna Hällestad,May,, 6°,16°,22%
Sweden,Torna Hällestad,June,, 10°,19°,28%
Sweden,Torna Hällestad,July,, 12°,21°,28%
Sweden,Vrångö,August,, 15°,18°,28%
Sweden,Vrångö,September,, 12°,15°,32%
Sweden,Vrångö,October,, 9°,12°,30%
Sweden,Vrångö,November,, 4°,7°,34%
Sweden,Vrångö,December,, 1°,4°,31%
Sweden,Vrångö,January,, 0°,3°,28%
Sweden,Vrångö,February,, -1°,2°,23%
Sweden,Vrångö,March,, 1°,4°,25%
Sweden,Vrångö,April,, 4°,8°,22%
Sweden,Vrångö,May,, 9°,13°,22%
Sweden,Vrångö,June,, 13°,16°,24%
Sweden,Vrångö,July,, 15°,18°,24%
Sweden,Jönköping,August,2.5, 10°,21°,30%
Sweden,Jönköping,September,2.5, 7°,16°,37%
Sweden,Jönköping,October,2.5, 3°,10°,33%
Sweden,Jönköping,November,3, 0°,5°,39%
Sweden,Jönköping,December,2, -3°,2°,38%
Sweden,Jönköping,January,1.5, -5°,0°,33%
Sweden,Jönköping,February,1.5, -5°,1°,27%
Sweden,Jönköping,March,2, -3°,4°,30%
Sweden,Jönköping,April,2.5, 0°,10°,27%
Sweden,Jönköping,May,2, 4°,16°,27%
Sweden,Jönköping,June,2.5, 8°,20°,30%
Sweden,Jönköping,July,3, 11°,22°,32%
Sweden,Älmhult,August,, 11°,21°,34%
Sweden,Älmhult,September,, 7°,16°,33%
Sweden,Älmhult,October,, 4°,11°,35%
Sweden,Älmhult,November,, 0°,5°,40%
Sweden,Älmhult,December,, -3°,2°,40%
Sweden,Älmhult,January,, -4°,1°,36%
Sweden,Älmhult,February,, -4°,1°,34%
Sweden,Älmhult,March,, -2°,5°,29%
Sweden,Älmhult,April,, 0°,11°,26%
Sweden,Älmhult,May,, 5°,17°,29%
Sweden,Älmhult,June,, 9°,19°,34%
Sweden,Älmhult,July,, 11°,22°,33%
Sweden,Sundsvall,August,3, 10°,20°,31%
Sweden,Sundsvall,September,1.5, 6°,14°,29%
Sweden,Sundsvall,October,2.5, 2°,8°,30%
Sweden,Sundsvall,November,2.5, -4°,2°,34%
Sweden,Sundsvall,December,2.5, -8°,-1°,31%
Sweden,Sundsvall,January,1.5, -10°,-2°,30%
Sweden,Sundsvall,February,1.5, -10°,-1°,24%
Sweden,Sundsvall,March,2, -6°,3°,22%
Sweden,Sundsvall,April,1.5, -2°,7°,22%
Sweden,Sundsvall,May,1.5, 3°,14°,23%
Sweden,Sundsvall,June,2, 9°,19°,26%
Sweden,Sundsvall,July,3.5, 11°,21°,31%
Sweden,Falun,August,2.5, 11°,21°,34%
Sweden,Falun,September,2, 7°,15°,30%
Sweden,Falun,October,2, 2°,9°,27%
Sweden,Falun,November,1.5, -2°,3°,31%
Sweden,Falun,December,2, -7°,0°,27%
Sweden,Falun,January,1.5, -8°,-2°,26%
Sweden,Falun,February,3, -8°,0°,21%
Sweden,Falun,March,2, -5°,4°,21%
Sweden,Falun,April,1.5, 0°,10°,22%
Sweden,Falun,May,2, 5°,17°,24%
Sweden,Falun,June,2, 9°,21°,31%
Sweden,Falun,July,3, 12°,23°,31%
Sweden,Vänersborg,August,2, 11°,20°,34%
Sweden,Vänersborg,September,2.5, 8°,16°,35%
Sweden,Vänersborg,October,2.5, 4°,11°,36%
Sweden,Vänersborg,November,2, 1°,6°,41%
Sweden,Vänersborg,December,2.5, -3°,3°,37%
Sweden,Vänersborg,January,1.5, -4°,1°,35%
Sweden,Vänersborg,February,1.5, -4°,1°,29%
Sweden,Vänersborg,March,2, -2°,5°,26%
Sweden,Vänersborg,April,2, 1°,10°,26%
Sweden,Vänersborg,May,2, 6°,16°,26%
Sweden,Vänersborg,June,2.5, 9°,19°,32%
Sweden,Vänersborg,July,3, 12°,21°,27%
Sweden,Motala,August,2.5, 11°,21°,30%
Sweden,Motala,September,1.5, 7°,16°,28%
Sweden,Motala,October,1.5, 4°,10°,30%
Sweden,Motala,November,1.5, 0°,5°,30%
Sweden,Motala,December,1.5, -4°,1°,29%
Sweden,Motala,January,1.5, -5°,0°,23%
Sweden,Motala,February,1.5, -6°,0°,22%
Sweden,Motala,March,1.5, -3°,4°,23%
Sweden,Motala,April,1.5, 1°,10°,22%
Sweden,Motala,May,1.5, 5°,17°,21%
Sweden,Motala,June,4, 9°,20°,32%
Sweden,Motala,July,3.5, 11°,22°,28%
Sweden,Södertälje,August,2.5, 12°,21°,29%
Sweden,Södertälje,September,2.5, 8°,16°,28%
Sweden,Södertälje,October,2.5, 4°,10°,28%
Sweden,Södertälje,November,2.5, 0°,5°,36%
Sweden,Södertälje,December,2, -3°,2°,33%
Sweden,Södertälje,January,1.5, -5°,0°,29%
Sweden,Södertälje,February,1.5, -5°,1°,25%
Sweden,Södertälje,March,2, -3°,4°,23%
Sweden,Södertälje,April,2, 1°,10°,22%
Sweden,Södertälje,May,2, 6°,17°,21%
Sweden,Södertälje,June,2.5, 10°,20°,28%
Sweden,Södertälje,July,2.5, 13°,23°,28%
Sweden,Gävle,August,3, 10°,21°,29%
Sweden,Gävle,September,2, 6°,16°,31%
Sweden,Gävle,October,2.5, 2°,9°,28%
Sweden,Gävle,November,2, -1°,4°,33%
Sweden,Gävle,December,2.5, -5°,1°,30%
Sweden,Gävle,January,1.5, -8°,0°,31%
Sweden,Gävle,February,1.5, -7°,1°,20%
Sweden,Gävle,March,2, -5°,4°,22%
Sweden,Gävle,April,1.5, -1°,10°,22%
Sweden,Gävle,May,2, 4°,15°,18%
Sweden,Gävle,June,2, 8°,19°,25%
Sweden,Gävle,July,3, 11°,22°,26%
Sweden,Tåkern,August,, 11°,21°,30%
Sweden,Tåkern,September,, 7°,16°,28%
Sweden,Tåkern,October,, 4°,10°,30%
Sweden,Tåkern,November,, 0°,5°,30%
Sweden,Tåkern,December,, -4°,1°,29%
Sweden,Tåkern,January,, -5°,0°,23%
Sweden,Tåkern,February,, -6°,0°,22%
Sweden,Tåkern,March,, -3°,4°,23%
Sweden,Tåkern,April,, 1°,10°,22%
Sweden,Tåkern,May,, 5°,17°,21%
Sweden,Tåkern,June,, 9°,20°,32%
Sweden,Tåkern,July,, 11°,22°,28%
Sweden,Nacka Municipality,August,, 12°,21°,27%
Sweden,Nacka Municipality,September,, 8°,16°,28%
Sweden,Nacka Municipality,October,, 4°,10°,29%
Sweden,Nacka Municipality,November,, 0°,5°,36%
Sweden,Nacka Municipality,December,, -3°,2°,35%
Sweden,Nacka Municipality,January,, -4°,1°,31%
Sweden,Nacka Municipality,February,, -5°,1°,24%
Sweden,Nacka Municipality,March,, -3°,4°,23%
Sweden,Nacka Municipality,April,, 0°,10°,22%
Sweden,Nacka Municipality,May,, 5°,16°,20%
Sweden,Nacka Municipality,June,, 10°,20°,25%
Sweden,Nacka Municipality,July,, 13°,23°,26%
Sweden,Hjälmaren,August,, 11°,20°,30%
Sweden,Hjälmaren,September,, 7°,15°,31%
Sweden,Hjälmaren,October,, 4°,10°,27%
Sweden,Hjälmaren,November,, -1°,4°,37%
Sweden,Hjälmaren,December,, -4°,1°,31%
Sweden,Hjälmaren,January,, -6°,0°,28%
Sweden,Hjälmaren,February,, -6°,0°,22%
Sweden,Hjälmaren,March,, -3°,3°,26%
Sweden,Hjälmaren,April,, 0°,9°,25%
Sweden,Hjälmaren,May,, 5°,16°,23%
Sweden,Hjälmaren,June,, 10°,19°,27%
Sweden,Hjälmaren,July,, 12°,21°,30%
Sweden,Storsjön,August,, 10°,18°,30%
Sweden,Storsjön,September,, 6°,13°,28%
Sweden,Storsjön,October,, 2°,7°,27%
Sweden,Storsjön,November,, -3°,1°,27%
Sweden,Storsjön,December,, -7°,-1°,28%
Sweden,Storsjön,January,, -11°,-4°,27%
Sweden,Storsjön,February,, -11°,-3°,22%
Sweden,Storsjön,March,, -7°,2°,20%
Sweden,Storsjön,April,, -2°,6°,21%
Sweden,Storsjön,May,, 3°,13°,23%
Sweden,Storsjön,June,, 8°,17°,27%
Sweden,Storsjön,July,, 11°,20°,35%
Sweden,Dalby,August,, 12°,21°,25%
Sweden,Dalby,September,, 9°,16°,35%
Sweden,Dalby,October,, 6°,11°,35%
Sweden,Dalby,November,, 2°,7°,41%
Sweden,Dalby,December,, -1°,4°,41%
Sweden,Dalby,January,, -2°,2°,39%
Sweden,Dalby,February,, -2°,2°,30%
Sweden,Dalby,March,, -1°,5°,32%
Sweden,Dalby,April,, 2°,10°,23%
Sweden,Dalby,May,, 6°,16°,22%
Sweden,Dalby,June,, 10°,19°,28%
Sweden,Dalby,July,, 12°,21°,28%
Sweden,Lake Hornborga,August,, 11°,21°,29%
Sweden,Lake Hornborga,September,, 7°,16°,31%
Sweden,Lake Hornborga,October,, 4°,10°,31%
Sweden,Lake Hornborga,November,, 0°,5°,35%
Sweden,Lake Hornborga,December,, -4°,1°,33%
Sweden,Lake Hornborga,January,, -5°,0°,28%
Sweden,Lake Hornborga,February,, -5°,0°,24%
Sweden,Lake Hornborga,March,, -3°,4°,24%
Sweden,Lake Hornborga,April,, 1°,10°,23%
Sweden,Lake Hornborga,May,, 5°,16°,24%
Sweden,Lake Hornborga,June,, 9°,20°,31%
Sweden,Lake Hornborga,July,, 11°,22°,29%
Sweden,Roxen,August,, 12°,22°,30%
Sweden,Roxen,September,, 8°,17°,30%
Sweden,Roxen,October,, 4°,11°,27%
Sweden,Roxen,November,, 1°,5°,33%
Sweden,Roxen,December,, -2°,2°,29%
Sweden,Roxen,January,, -4°,1°,26%
Sweden,Roxen,February,, -4°,1°,22%
Sweden,Roxen,March,, -2°,5°,23%
Sweden,Roxen,April,, 2°,12°,22%
Sweden,Roxen,May,, 6°,17°,23%
Sweden,Roxen,June,, 11°,20°,30%
Sweden,Roxen,July,, 13°,23°,28%
Sweden,Kosterhavet National Park,August,3, 14°,20°,29%
Sweden,Kosterhavet National Park,September,2.5, 11°,16°,32%
Sweden,Kosterhavet National Park,October,2, 7°,11°,33%
Sweden,Kosterhavet National Park,November,1.5, 3°,6°,37%
Sweden,Kosterhavet National Park,December,1.5, 0°,3°,33%
Sweden,Kosterhavet National Park,January,1.5, -2°,2°,32%
Sweden,Kosterhavet National Park,February,1.5, -3°,1°,28%
Sweden,Kosterhavet National Park,March,1.5, -1°,4°,25%
Sweden,Kosterhavet National Park,April,1.5, 3°,9°,24%
Sweden,Kosterhavet National Park,May,1.5, 8°,15°,26%
Sweden,Kosterhavet National Park,June,2.5, 12°,18°,26%
Sweden,Kosterhavet National Park,July,4, 14°,21°,24%
Sweden,Särö,August,, 15°,18°,36%
Sweden,Särö,September,, 12°,15°,36%
Sweden,Särö,October,, 9°,12°,43%
Sweden,Särö,November,, 4°,7°,40%
Sweden,Särö,December,, 1°,4°,43%
Sweden,Särö,January,, 0°,3°,37%
Sweden,Särö,February,, -1°,2°,37%
Sweden,Särö,March,, 1°,4°,29%
Sweden,Särö,April,, 4°,8°,29%
Sweden,Särö,May,, 9°,13°,30%
Sweden,Särö,June,, 13°,16°,32%
Sweden,Särö,July,, 15°,18°,31%
Sweden,Genarp,August,, 12°,21°,25%
Sweden,Genarp,September,, 9°,16°,35%
Sweden,Genarp,October,, 6°,11°,35%
Sweden,Genarp,November,, 2°,7°,41%
Sweden,Genarp,December,, -1°,4°,41%
Sweden,Genarp,January,, -2°,2°,39%
Sweden,Genarp,February,, -2°,2°,30%
Sweden,Genarp,March,, -1°,5°,32%
Sweden,Genarp,April,, 2°,10°,23%
Sweden,Genarp,May,, 6°,16°,22%
Sweden,Genarp,June,, 10°,19°,28%
Sweden,Genarp,July,, 12°,21°,28%
Sweden,Ottenby,August,, 14°,19°,22%
Sweden,Ottenby,September,, 11°,16°,24%
Sweden,Ottenby,October,, 7°,11°,26%
Sweden,Ottenby,November,, 4°,7°,33%
Sweden,Ottenby,December,, 1°,4°,30%
Sweden,Ottenby,January,, -1°,2°,26%
Sweden,Ottenby,February,, -1°,2°,22%
Sweden,Ottenby,March,, 0°,3°,21%
Sweden,Ottenby,April,, 3°,7°,17%
Sweden,Ottenby,May,, 7°,12°,19%
Sweden,Ottenby,June,, 11°,16°,20%
Sweden,Ottenby,July,, 14°,19°,22%
Sweden,Degerfors,August,, 10°,20°,33%
Sweden,Degerfors,September,, 7°,15°,34%
Sweden,Degerfors,October,, 3°,9°,34%
Sweden,Degerfors,November,, -1°,4°,39%
Sweden,Degerfors,December,, -4°,1°,33%
Sweden,Degerfors,January,, -6°,-1°,31%
Sweden,Degerfors,February,, -6°,0°,27%
Sweden,Degerfors,March,, -4°,4°,24%
Sweden,Degerfors,April,, 0°,10°,26%
Sweden,Degerfors,May,, 5°,16°,26%
Sweden,Degerfors,June,, 9°,20°,31%
Sweden,Degerfors,July,, 11°,22°,32%
Sweden,Lygnern,August,, 12°,21°,49%
Sweden,Lygnern,September,, 9°,16°,42%
