Country,Destination,Description,Architecture,Nature,Shopping,Fishing,Hiking,Outdoor Recreation,Adventure,Beaches,Camping,Caves,Museums,National Parks,Art,Desert,Coral reef,Skiing,Snowboarding,Winter sports,Wildlife,Penguin,Glacier,Ecotourism,Snorkeling,Koala,Surfing,Nature reserve,Volcano,Sailing,Scuba diving,Theaters,Elephant,Safari,Jaguar,Casinos,Kitesurfing,Windsurfing,Birdwatching,Rainforest,Nightlife,Whale watching,Reindeer,Gorilla,Kayaking,Polar bear,Hot spring,Tiger,Yoga,Orangutan,Golf,Rafting,Autumn leaf color,Dolphin,Wine tasting,Climbing,Paragliding,Bungee jumping,Whale shark,Alpine skiing,Historic site
Indonesia,Tanjung Puting,"Tours of a forested national park known for its abundance of wildlife, including orangutans.",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
Indonesia,Pangkalan Bun,"Pangkalan Bun or Pangkalanbuun, is a city in Kotawaringin province on Borneo in Indonesia. It is the administrative headquarters of South Arut district and also the capital of West Kotawaringin Regency in the south-west part of Kotawaringin.
Pangkalan Bun is served by Iskandar Airport. Several airlines fly to this airport. Shipping services provide connections to Jakarta, Surabaya, and Semarang.
Birutė Galdikas established her base, Camp Leakey, for the study and conservation of orangutans about 48 kilometres from Pangkalan Bun up the Sekonyer River. The site has expanded from the original hut in 1971. Its facilities, supported by the Orangutan Foundation International, are a part of the Tanjung Puting National Park. Wikipedia",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
Indonesia,Mount Palung National Park,"Mount Palung National Park lives on the island of Borneo, in the Indonesian province of West Kalimantan, north of Ketapang and east of Sukadana. Wikipedia",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
Indonesia,Sabangau National Park,"This sprawling national park along the Sabangau River is home to orangutans, gibbons & rare birds.",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
Indonesia,Palangkaraya,"Palangka Raya is the capital of the province of Central Kalimantan on the island of Borneo, Indonesia. The city is situated between the Kahayan and the Sabangau rivers. The closest airport serving the city is Tjilik Riwut.
The city had a population of 220,962 inhabitants at the 2010 census, with an average population density of 92.1 per km². The latest official estimate is 236,601.
The city was established in 1957 on wilderness that opened through the Pahandut village alongside Kahayan river banks. Palangka Raya is the largest city by land area in Indonesia. Most of the area is still forested, including protected forests, nature conservation areas, and Tangkiling Forest.
The city was the favorite city to become the new Indonesian capital until the 2019 announcement that the new capital will be in North Penajam Paser Regency and Kutai Kartanegara Regency, both in East Kalimantan. Wikipedia",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
Indonesia,Bukit Baka Bukit Raya National Park,"Bukit Baka Bukit Raya National Park is a national park located on Borneo Island, Indonesia. It is named after the mountains of Bukit Baka and Bukit Raya, part of the Schwaner mountain range at the border of Central and West Kalimantan.
The national park forms part of the Heart of Borneo conservation project. Wikipedia",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
Indonesia,Betung Kerihun National Park,"Betung Kerihun National Park is a national park in the province of West Kalimantan on the island of Borneo, Indonesia. It is located inland, along the Malaysian border. The park was established in 1995, and has a total area of 8,000 km² or about 5.5 percent of West Kalimantan Province area.
Together with the 2,000 km² Lanjak Entimau Wildlife Sanctuary in Malaysia, it has been proposed to form a World Heritage Site named the ""Transborder Rainforest Heritage of Borneo"". Wikipedia",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
Indonesia,Sekonyer River,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
Indonesia,Jantho City,"Kota Jantho is a small town in Aceh province of Indonesia. Jantho is the seat of local government for the Aceh Besar Regency. It had a population of 8,443 at the 2010 Census.
Jantho became famous by a report, where a woman was publicly whipped according to Sharia law. Wikipedia",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
Indonesia,Bukit Tigapuluh National Park,"Bukit Tigapuluh National Park - The Thirty Hills - is a 143,223 hectare National Park in eastern Sumatra, consisting primarily of tropical lowland forest, largely in Riau province, with a smaller part of 33,000 ha in Jambi province. It is famous as one of the last refuges of endangered species such as the Sumatran orangutan, Sumatran tiger, Sumatran elephant, and Asian tapir, as well as many endangered bird species. It forms part of the Tesso Nilo Complex biodiversity hotspot. The Park is inhabited by the indigenous peoples of the Orang Rimba and Talang Mamak tribes.
The Park itself has been under consistent threat from illegal logging and palm oil plantations, with two thirds of the park logged. Wikipedia",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
Indonesia,Kayan Mentarang National Park,"Kayan Mentarang National Park is a densely forested national park in North Kalimantan province, Borneo Island, Indonesia. The national park is named after a great dispersed Mentarang mountain trails plateau of Apau Kayan which covers the entire park from Datadian area in south region to Apau Ping area in mid region until Long Bawan in north region. Wikipedia",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
Indonesia,Lake Sentarum National Park,"The Danau Sentarum National Park is a national park protecting one of the world's most biodiverse lake systems, located in the heart of Borneo Island, Kapuas Hulu Regency, West Kalimantan Province, Indonesia. It lies in the upper Kapuas River tectonic basin some 700 kilometres upstream from the delta. The basin is a vast floodplain, consisting of about 20 seasonal lakes, freshwater swamp forest and peat swamp forest. Local people call it as Lebak lebung. The National Park is located in the western part of this basin, where three-quarters of the seasonal lakes occur. Approximately half of the park consists of lakes, while the other half consists of freshwater swamp forest.
An area of 800 km² was first gazetted as Wildlife Reserve in 1982, which in 1994 was extended to 1,320 km² when it became a Ramsar site. In 1999 it was declared a National Park, however a National Park Authority was only established in 2006.
Danau Sentarum National Park has a rich fish fauna with around 240 recorded species, including the Asian arowana and clown loach botia. Wikipedia",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
Indonesia,Sampit,"Sampit is a town and a timber port on the Sampit River in the Central Kalimantan province on the island of Borneo, Indonesia. It is the seat of East Kotawaringin Regency. Sampit is the biggest timber port in all of Indonesia.
Sampit is also known as Sampit, Tanah Hevea. According to reported data as of August 2009, the estimated population of Sampit is 66,053. The average elevation of the town is 25 metres. Wikipedia",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
Indonesia,Roman Catholic Diocese of Ketapang,The Roman Catholic Diocese of Ketapang is a diocese located in the city of Ketapang in the Ecclesiastical province of Ketapang in Indonesia. Wikipedia,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
Indonesia,Kutacane,"Kutacane is a town in Aceh province of Indonesia and it is the seat of Southeast Aceh Regency, Indonesia. Kutacane is known as the main gate to the Gunung Leuser National Park.
Susi Air & NBA flies to Kutacane Airport from Medan and Banda Aceh. Wikipedia",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
Indonesia,Merabu,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
Indonesia,Lesan Dayak,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
Indonesia,Bunaken,"The placid waters of this island are known for its diverse coral & sea life, popular among divers.",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Indonesia,Komodo National Park,Expansive national park that aims to protect endangered Komodo dragons & other wildlife.,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Indonesia,Sentul,"Sentul City or Bukit Sentul or Sentul is situated at Babakan Madang, Bogor, in Indonesia. Its geographical coordinates are 6 52' 0"" South, 112 26' 0"" East and its original name is Sentul. It is a modern housing area near Bogor, West Java. It is about 48 km south of Indonesia's capital city, Jakarta. Mount Salak and Mount Mas are located nearby. It is a mountainous township with an area of approximately 3100 hectares. Wikipedia",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Indonesia,Lembeh Island,"Lembeh is an island off the north east coast of Sulawesi near the town of Bitung.
Lembeh Island is 25km long and 2km wide. Lembeh Island is separated from the mainland of Sulawesi by a narrow stretch of water known as the Lembeh Strait.
The Lembeh Strait is world-known for its extremely high density of rare and unusual marine life, in particular frogfish, rare species of octopus, seahorses and nudibranchs.
Lembeh Strait is a destination favoured by experienced scuba divers and underwater photographers from all over the world.
Due to the protected geographical features of Lembeh Strait, diving is available throughout the year and would be rarely cancelled due to bad weather.
Several resorts are available on Lembeh Island. Wikipedia",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Indonesia,Wakatobi Regency,"Wakatobi Regency is an islands and regency located in Southeast Sulawesi, Indonesia. The capital of the regency is located in Wangi-Wangi, which is established by virtue of Law of the Republic of Indonesia Number 29 of 2003 dated 18 December 2003. It has an area of 823 square kilometers and in the year 2017 had a population of 95,386 inhabitants.
Wakatobi is also the name of a national park established in 1996, with a total area of 1.39 million hectares that consists of marine biodiversity hotspot known as Wallacea and coral reefs, which condition and scale occupy one of the highest priorities of marine conservation in Indonesia. Wakatobi islands is a part of the Coral Triangle, which contains one of the richest marine biodiversity on earth. Wikipedia",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Indonesia,Rote island,"Rote Island is an island of Indonesia, part of the East Nusa Tenggara province of the Lesser Sunda Islands. According to legend, this island got its name accidentally when a lost Portuguese sailor arrived and asked a farmer where he was. The surprised farmer, who could not speak Portuguese, introduced himself, ""Rote"". Wikipedia",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Myanmar,Old Bagan,"Bagan is an ancient city in central Myanmar (formerly Burma), southwest of Mandalay. Standing on the eastern banks of the Ayeyarwady River, it’s known for the Bagan Archaeological Area, where more than 2,000 Buddhist monuments tower over green plains. Holy sites around Old Bagan include ornate Ananda Temple, built in 1091 and topped with a golden stupa. Nearby is the vast 12th-century Dhammayangyi Temple.Also in Old Bagan lie intricately carved Thatbyinnyu, one of the city’s tallest temples, and the huge Hindi temple Nathlaung Kyaung. The riverside Bagan Archaeological Museum exhibits sacred artifacts. Shwezigon Pagoda, also set along the meandering Ayeyarwady River, is a gilded temple dating back to the 11th century. Between the museum and the pagoda, Htilominlo Temple rises dramatically above the trees, while red-stone Sulamani Temple contains painted Buddha statues. New Bagan and Nyaung-U are modern settlements close to the monuments. Southeast of Bagan, Mt. Popa National Park is home to an extinct volcano.",yes,yes,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Myanmar,Yangon,"Yangon (formerly known as Rangoon) is the largest city in Myanmar (formerly Burma). A mix of British colonial architecture, modern high-rises and gilded Buddhist pagodas define its skyline. Its famed Shwedagon Paya, a huge, shimmering pagoda complex, draws thousands of pilgrims annually. The city's other notable religious sites include the Botataung and Sule pagodas, both housing Buddhist relics.The city's green spaces include People’s Park, with fountains and flower gardens, and Kandawgyi Lake, with a replica of a royal barge, waterside cafes and an adjacent zoo. The National Museum presents exhibits on Burmese art and culture. The covered market of Bogyoke Aung San is packed with stalls selling traditional lacquerware, antiques, wood carvings and textiles (including the saronglike longyi still worn by many Burmese). The Circular Railway, a commuter train departing from the landmark Yangon Central Station, provides views of a variety of urban and rural landscapes.",yes,yes,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Myanmar,Mandalay,"Mandalay is a city and former royal capital in northern Myanmar (formerly Burma) on the Irrawaddy River. In its center is the restored Mandalay Palace from the Konbaung Dynasty, surrounded by a moat. Mandalay Hill provides views of the city from its summit, which is reached by covered stairway. At its foot, the Kuthodaw Pagoda houses hundreds of Buddhist-scripture-inscribed marble slabs.Shwenandaw Monastery, another Buddhist holy place at the foot of Mandalay Hill, is covered in teak carvings. The Mahamuni temple, to the southwest, is home to a revered gold-leaf Buddha statue. Amarapura, a township on Mandalay's southern outskirts, is best known for the 1850 teakwood U Bein footbridge stretching across Taungthaman Lake. The rural landscape around the small town of Inwa, also to the south, contains ruins and stupas (sphere-like Buddhist structures). Across the Irrawaddy, the Sagaing hills are studded with pagodas and offer views of the surrounding valley.",yes,yes,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Myanmar,Mergui Archipelago,"Mergui (or Myeik) Archipelago lies off the far south coast of Myanmar (formerly Burma). It's comprised of hundreds of islands that have coral reefs and beaches. Lampi Island, in Lampi Marine National Park, is home to the seafaring indigenous Moken people. It's a haven for birds, notably the plain-pouched hornbill, plus marine life like dugongs and turtles. Myeik, a port town, is a gateway to islands close to shore.On the mainland’s southern tip, the town of Kawthaung is the jumping-off point for trips to Cocks Comb Island, with its large turquoise lagoon surrounded by craggy mountains. The jungle-covered 115 Island draws hikers, and is popular for snorkeling and kayaking. Farther west, off the coast, the Burma Banks, where the seabed gives way to deep ocean, is a diving destination known for its sharks. These predators, along with rays and schools of fish, also inhabit the waters around Shark Cave, where 3 craggy rocks rise from the water.",no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Myanmar,Inle Lake,"Large lake & cultural destination with quaint floating villages, monasteries & handicrafts.",no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Myanmar,Puta-O,"Putao is the northernmost town of Kachin State, Myanmar. It is the principal town in Putao Township. It can only be reached by road during summer, but is accessible year round by air if there are sufficient tourist groups to justify a plane. The area around Putao is famous for the variety of endemic birds and rare orchids, which grow naturally. Many orchid lovers are especially attracted by the so-called ""Black Orchid"" that can be found in the mountains east and west of Putao. Hkakabo Razi and other snow-capped mountains are visible from Putao. Putao also attracts enthusiasts, hiking to Hkakabo Razi base camp, located close to Tahaundam. Wikipedia",no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Myanmar,Kalaw,Kalaw is a hill town in the Shan State of Myanmar. It is located in Kalaw Township in Taunggyi District. Wikipedia,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Myanmar,Hpa-An,"Hpa-an is the capital and largest city of Kayin State, Myanmar. The population of Hpa-an as of the 2014 census was 421,575. Most of the people in Hpa-an are of the Karen ethnic group. Wikipedia",yes,yes,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Myanmar,Lashio,"Lashio is the largest town in northern Shan State, Myanmar, about 200 kilometres north-east of Mandalay. It is situated on a low mountain spur overlooking the valley of the Yaw River. Loi Leng, the highest mountain of the Shan Hills, is located 45 km to the south-east of Lashio.
Lashio is the administrative center of Lashio Township and Lashio District; before April 2010, it was also the administrative center of Shan State. The population grew from approximately 5000 in 1960 to 88,590 in 1983. It is currently estimated at approximately 130,000.
The population is made up of mostly Shan, Chinese and Burmans. Wikipedia",no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Myanmar,Hsipaw,"Hsipaw, is the principal town of Hsipaw Township in Shan State, Myanmar on the banks of the Duthawadi River. It is 200 km north-east of Mandalay. Wikipedia",yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Myanmar,Myeik,"Myeik, is a city in Tanintharyi Region in Myanmar, located in the extreme south of the country on the coast of an island on the Andaman Sea. As of 2010 the estimated population was over 209,000. The area inland from the city is a major smuggling corridor into Thailand. The Singkhon Pass, also known as the Maw-daung Pass, has an international cross-border checkpoint. Wikipedia",no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Myanmar,Nawngmun,Nogmung Township is a township of Putao District in the Kachin State of Burma. The principal town is Nogmung. Wikipedia,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Myanmar,Bago,"Bago, formerly known as Hanthawaddy, is a city and the capital of the Bago Region in Myanmar. It is located 91 kilometres north-east of Yangon. Wikipedia",yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Myanmar,Inn Wa,"Inwa is an ancient city near Mandalay, in central Myanmar (formerly Burma). It's known for religious structures left over from several reigns as the nation's capital, from the 14th to the 19th centuries. Dominating these is the Bagaya Kyaung, a 19th-century working monastery made of teak. The large, brick-and-stucco Maha Aungmye Bonzan monastery dates back to the 1800s. Its crypt area is a haven for bats.The decaying Nanmyin watchtower is the only surviving structure of King Bagyidaw’s palace, used during the Konbaung dynasty. Huge sitting Buddhas feature at the Yedanasini Paya complex, which includes several ancient stupas surrounded by trees and fields. In the north of the city, ferries run across the river, marking the launch point for tours via horse and cart to the old capital. Just south of the center is the large, crumbling Le-htat-gyi Paya pagoda.",yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Myanmar,Mrauk-U,"Mrauk U is an archaeologically important town in northern Rakhine State, Myanmar. It is also the capital of Mrauk-U Township, a sub region of the Mrauk-U District. From 1430 until 1785, it was the capital of the Mrauk U Kingdom, the most important and powerful Rakhine kingdom. Wikipedia",yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Myanmar,Sagaing,"Sagaing is the capital of Myanmar's Sagaing Region and located the Irrawaddy River, 20 km to the south-west of Mandalay on the opposite bank of the river, Sagaing, with numerous Buddhist monasteries is an important religious and monastic centre. The pagodas and monasteries crowd the numerous hills along the ridge running parallel to the river. The central pagoda, Soon U Ponya Shin Pagoda, is connected by a set of covered staircases that run up the 240 m hill.
Today, with about 70,000 inhabitants, the city is part of Mandalay built-up area with more than 1,022,000 inhabitants estimated in 2011. The city is a frequent tourist destination of day trippers. Within the city are the Sagaing Institute of Education, the Sagaing Education College, Sagaing University, Technological University, and co-operative university. Wikipedia",yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Myanmar,Min Kun,"Mingun is a small town in central Myanmar (formerly Burma). It sits on the banks of the Irrawaddy River, northwest of the city of Mandalay. It's known for the Mingun Pahtodawgyi, an immense, unfinished pagoda. Nearby, the Mingun Bell is a colossal bronze bell from the early 19th century. To the north, the striking, white Hsinbyume Pagoda is defined by its wavy, tiered terraces and is crowned by a large stupa.",yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Myanmar,Nyaungshwe,,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Myanmar,Nyaung-U,"Nyaung-U is the administrative town of Nyaung-U Township of Nyaung-U District in the Mandalay Region of central Myanmar. It lies on the eastern bank of Ayeyarwaddy River. It is just 4 kilometers away from old Bagan, a popular tourist attraction. The Shwezigon Pagoda is located there. The other popular places in and around Nyaung-U were
Htilominlo Pagoda
Gubyaukgyi Pagoda
Ahlodawpyae Pagoda and
Hgnet Pyit Taung Hill
It is the home of Nyaung U Airport. It can be reached by air, by railway, by bus and by boat.
The 8.10 inches rainfall of 19 Oct 2011 was the record breaking one for past 47 years. The previous record was 5.67 inches of 9 Oct 1989. Wikipedia",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Myanmar,Monywa,"Monywa is the largest cities in Sagaing Region, Myanmar, located 136 km north-west of Mandalay on the eastern bank of the River Chindwin.
It is also known as Neem city because many of the city's streets are lined with Neem trees. Wikipedia",yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Myanmar,Mawlamyine,"Mawlamyine, formerly Moulmein, is the fourth largest city of Myanmar, 300 km south east of Yangon and 70 km south of Thaton, at the mouth of Thanlwin River. The city is the capital and largest city of Mon State and the main trading center and seaport in south eastern Myanmar. Wikipedia",yes,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Myanmar,Myin Ka Bar,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Myanmar,Pyay,"Pyay is principal town of Pyay Township in the Bago Region in Myanmar. Pyay is located on the bank of the Irrawaddy River, 260 km north-west of Yangon. It is an important trade center for the Ayeyarwady Delta, Central and Upper Myanmar and the Rakhine State. The British Irrawaddy Flotilla Company established the current town in the late 19th century on the Irrawaddy as a transshipment point for cargo between Upper and Lower Burma.
The district of Pyay encompasses the valley of the Irrawaddy, located between Thayetmyo, Hinthada and Tharrawaddy districts. Along the western side of Pyay District are the Arakan Mountains and along the eastern side are the Pegu Range. Pyay District's main towns are Pyay, Shwe Taung, and Paungde. Wikipedia",yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
